,Time,Plasma Level
868,317.1371371,0.016372968
869,317.5025025,0.01640874
870,317.8678679,0.0164445
871,318.2332332,0.016480246
872,318.5985986,0.016515979
873,318.963964,0.016551699
874,319.3293293,0.016587406
875,319.6946947,0.0166231
876,320.0600601,0.016658781
877,320.4254254,0.016694449
878,320.7907908,0.016730104
879,321.1561562,0.016765746
880,321.5215215,0.016801374
881,321.8868869,0.01683699
882,322.2522523,0.016872593
883,322.6176176,0.016908183
884,322.982983,0.01694376
885,323.3483483,0.016979324
886,323.7137137,0.017014874
887,324.0790791,0.017050412
888,324.4444444,0.017085937
889,324.8098098,0.017121449
890,325.1751752,0.017156948
891,325.5405405,0.017192434
892,325.9059059,0.017227907
893,326.2712713,0.017263367
894,326.6366366,0.017298814
895,327.002002,0.017334248
896,327.3673674,0.017369669
897,327.7327327,0.017405077
898,328.0980981,0.017440473
899,328.4634635,0.017475855
900,328.8288288,0.017511224
901,329.1941942,0.017546581
902,329.5595596,0.017581924
903,329.9249249,0.017617255
904,330.2902903,0.017652573
905,330.6556557,0.017687878
906,331.021021,0.01772317
907,331.3863864,0.017758449
908,331.7517518,0.017793715
909,332.1171171,0.017828968
910,332.4824825,0.017864209
911,332.8478478,0.017899436
912,333.2132132,0.017934651
913,333.5785786,0.017969853
914,333.9439439,0.018005042
915,334.3093093,0.018040218
916,334.6746747,0.018075381
917,335.04004,0.018110532
918,335.4054054,0.018145669
919,335.7707708,0.018180794
920,336.1361361,0.018215906
921,336.5015015,0.018251005
922,336.8668669,0.018286091
923,337.2322322,0.018321165
924,337.5975976,0.018356225
925,337.962963,0.018391273
926,338.3283283,0.018426308
927,338.6936937,0.018461331
928,339.0590591,0.01849634
929,339.4244244,0.018531337
930,339.7897898,0.01856632
931,340.1551552,0.018601292
932,340.5205205,0.01863625
933,340.8858859,0.018671195
934,341.2512513,0.018706128
935,341.6166166,0.018741048
936,341.981982,0.018775955
937,342.3473473,0.01881085
938,342.7127127,0.018845732
939,343.0780781,0.018880601
940,343.4434434,0.018915457
941,343.8088088,0.018950301
